Country,Code,Year,polity,Size of Govt,Law & Prop.Rights,Sound Money,Export trade freedom,Regulations,Use of IMF credit (current USD) per capita,foreign net aid in USD per capita,GDP growth percent,GDP per capita in USD,Net secondary education enrollment,Gross tertiary education enrollment percent, Random seed
Honduras,HND,2001,7,8.03,2.57,8.67,7.37,6.00,38.30,103.13,-1.89,1187.59,,14.36,0.51
Chile,CHL,1975,-7,3.96,3.87,0.00,4.71,4.57,0.00,12.18,-4.94,693.48,,14.57,0.11
Albania,ALB,2002,7,8.33,5.29,7.02,6.19,7.10,47.27,100.76,6.67,1453.64,,14.74,0.42
Jordan,JOR,1980,-10,4.77,2.32,6.82,5.76,6.49,0.00,722.66,21.00,1792.62,,14.83,0.92
China,CHN,2003,-7,4.57,5.95,8.23,6.77,5.45,0.27,1.05,8.30,1280.60,,14.97,0.80
Indonesia,IDN,2000,6,7.57,3.36,6.20,7.27,5.94,52.70,7.81,-13.13,780.09,,15.06,0.52
Kuwait,KWT,1985,-8,1.19,5.85,8.92,7.07,5.49,0.00,2.43,10.41,12358.51,,15.07,0.57
Algeria,DZA,2001,-3,5.42,2.39,6.89,4.59,4.11,53.18,6.29,3.20,1732.96,,15.25,0.48
El Salvador,SLV,1990,6,6.89,1.95,5.25,4.57,5.38,0.04,66.13,1.88,914.09,,15.28,0.83
Chile,CHL,1985,-6,5.71,5.02,7.06,4.78,5.74,0.00,3.30,-3.79,1361.52,,15.29,0.45
India,IND,2008,9,7.21,6.05,6.69,6.22,6.40,0.88,1.77,9.26,1022.58,,15.42,0.57
El Salvador,SLV,1985,6,6.41,1.99,5.48,2.42,5.38,22.46,70.11,1.54,772.29,,15.45,0.78
Venezuela,VEN,1975,9,7.43,2.78,7.12,8.51,5.24,0.00,1.36,7.11,2351.11,,15.51,0.96
Uruguay,URY,1980,-7,7.82,5.61,4.18,8.02,6.00,0.00,3.30,5.37,3485.53,,15.53,0.31
Paraguay,PRY,2000,7,7.58,3.67,8.72,6.78,5.46,3.37,15.38,0.07,1545.63,,15.72,0.85
Australia,AUS,1970,10,5.08,8.03,9.62,6.51,5.39,0.00,0.00,5.09,3297.78,,15.77,0.30
Albania,ALB,2003,7,8.58,5.80,9.81,6.21,6.57,52.45,116.63,7.94,1890.68,,15.81,0.34
Cambodia,KHM,2011,2,7.88,4.76,9.25,7.03,6.38,8.83,54.20,0.09,879.15,,15.83,0.25
Egypt,EGY,1980,-6,3.95,2.76,7.70,3.03,4.46,9.47,31.97,5.78,528.31,,15.85,0.86
Vietnam,VNM,2005,-7,6.58,5.86,6.30,5.84,6.39,3.30,23.22,6.90,699.50,,15.88,0.74
Thailand,THA,1990,3,7.36,6.43,7.97,5.07,6.62,0.01,14.06,13.29,1508.29,,15.88,0.22
Honduras,HND,2002,7,8.29,2.87,9.06,7.30,6.44,34.23,64.80,5.75,1196.56,,16.03,0.75
Fiji,FJI,2005,6,8.02,6.34,6.56,6.60,9.07,12.10,80.48,1.00,3658.62,,16.15,0.50
Iran,IRN,1995,-6,5.35,6.18,3.87,2.43,3.73,0.00,3.09,-1.47,1598.50,,16.25,0.51
Colombia,COL,1995,7,6.83,2.85,5.32,6.89,5.52,0.00,4.51,2.37,2470.68,,16.31,0.05
India,IND,2009,9,7.08,5.78,6.55,6.22,6.66,5.14,2.06,9.80,1124.52,,16.40,0.74
Philippines,PHL,1975,-9,7.09,3.87,5.59,3.51,5.48,4.67,4.28,8.92,360.67,,16.42,0.92
Vietnam,VNM,2006,-7,6.87,5.91,6.37,5.94,6.49,3.03,22.14,7.54,796.67,,16.49,0.29
Mauritius,MUS,2003,10,6.83,5.75,9.53,6.74,7.02,19.28,-11.65,2.57,4623.35,,16.56,0.98
Oman,OMN,2004,-8,5.00,7.56,8.60,8.12,8.67,0.00,41.17,-1.10,10115.04,,16.68,0.88
Algeria,DZA,2002,-3,4.73,2.98,7.08,5.42,4.50,47.05,5.94,2.20,1774.29,,16.75,0.67
Finland,FIN,1975,10,5.29,4.96,6.80,6.65,6.55,0.00,0.00,6.98,6260.19,,16.95,0.40
Sri Lanka,LKA,2012,3,7.95,5.15,6.49,6.89,6.72,153.39,23.98,8.02,3366.51,,16.97,0.61
Botswana,BWA,2010,8,5.55,6.81,8.27,7.06,7.46,43.19,76.25,6.24,6244.00,,16.99,0.67
Honduras,HND,2003,7,8.25,3.59,9.08,7.50,6.36,30.16,59.43,2.72,1228.48,,17.01,0.36
China,CHN,2004,-7,4.53,5.63,8.06,6.79,4.77,0.28,1.32,9.09,1498.17,,17.02,0.50
Honduras,HND,2004,7,8.31,3.72,9.07,7.32,6.61,33.29,97.42,3.75,1298.94,,17.06,0.46
Syria,SYR,1985,-9,1.95,3.05,6.10,1.81,2.80,0.00,57.18,1.43,1537.75,,17.16,0.71
Peru,PER,1980,7,6.47,3.77,1.62,3.29,3.46,27.30,11.56,0.28,1017.08,,17.35,0.16
Algeria,DZA,2003,-3,4.26,3.49,7.18,5.61,4.81,36.39,7.35,4.61,2094.89,,17.74,0.42
Egypt,EGY,1985,-6,4.54,5.38,8.85,0.56,4.84,3.72,36.11,7.40,702.59,,17.77,0.53
Azerbaijan,AZE,1995,-6,6.78,3.43,1.25,6.11,4.08,13.13,15.55,-23.10,397.20,,17.83,0.84
Guatemala,GTM,2007,8,8.59,4.42,9.26,8.30,6.65,3.17,32.93,3.26,2472.39,,17.88,0.68
Botswana,BWA,2011,8,6.23,6.70,8.43,7.00,7.79,42.19,57.50,-7.65,7504.85,,17.91,0.52
Cape Verde,CPV,2010,10,5.42,6.02,7.16,6.55,6.82,46.26,668.65,6.65,3393.93,,17.98,0.74
Syria,SYR,1990,-9,4.38,3.02,5.58,1.55,2.77,0.00,70.90,13.27,988.52,,18.08,0.75
Vietnam,VNM,2007,-7,6.87,6.03,6.22,5.96,6.46,2.84,29.81,7.55,919.21,,18.17,0.23
Algeria,DZA,2004,2,4.26,3.81,6.99,5.82,4.94,25.68,9.64,5.60,2600.01,,18.18,0.07
India,IND,2010,9,7.18,5.55,6.42,6.25,6.67,4.98,2.28,3.89,1387.88,,18.23,0.93
China,CHN,2005,-7,4.54,5.60,8.18,6.64,5.31,0.26,1.39,10.02,1740.10,,18.34,0.97
Ecuador,ECU,1995,9,8.22,4.49,6.47,6.75,5.87,15.16,19.48,1.97,2135.63,,18.42,0.23
Slovak Rep,SVK,1995,7,2.39,6.50,6.69,6.81,4.68,0.00,18.27,1.90,4799.15,,18.60,0.55
United Kingdom,GBR,1980,10,3.94,7.05,5.96,9.63,7.00,0.00,0.00,4.13,10032.06,,18.65,0.89
Jordan,JOR,1995,-2,5.71,5.95,7.15,6.63,6.61,59.95,128.52,4.63,1603.68,,18.71,0.41
Vietnam,VNM,2008,-7,7.40,6.07,5.25,5.91,6.34,2.29,29.98,6.98,1164.61,,18.74,0.57
Honduras,HND,2008,7,8.87,4.23,8.88,7.69,7.04,8.36,77.74,6.57,1899.55,,18.75,0.14
Sri Lanka,LKA,2013,3,7.93,4.89,6.96,6.25,6.81,130.10,20.66,8.40,3628.27,,18.76,0.10
Tunisia,TUN,2000,-3,5.28,7.33,7.05,5.86,5.31,8.04,23.21,4.78,2247.91,,18.83,0.34
Oman,OMN,2005,-8,4.94,7.46,8.68,7.92,8.72,0.00,7.60,-2.67,12398.59,,18.96,0.79
Armenia,ARM,1995,3,6.78,3.43,1.25,6.11,4.08,21.79,67.51,-8.80,455.55,,19.02,0.51
Botswana,BWA,2009,8,4.39,6.71,8.42,6.81,7.23,44.86,139.08,8.28,5115.12,,19.06,0.41
Iran,IRN,2002,3,6.70,6.34,7.79,5.22,4.33,4.95,1.69,5.85,1900.05,,19.10,0.18
Tajikistan,TJK,2003,-3,6.91,5.71,4.29,6.73,6.30,33.95,22.67,10.20,237.89,,19.11,0.95
Iran,IRN,2000,3,4.92,6.62,8.00,5.58,4.23,4.67,1.97,2.08,1664.26,,19.19,0.43
China,CHN,2006,-7,4.50,5.85,8.22,6.64,5.53,0.27,0.95,10.08,2082.18,,19.52,0.48
South Africa,ZAF,2012,9,5.54,5.92,8.10,7.20,7.10,52.43,20.39,3.04,7592.16,,19.70,1.00
Iceland,ISL,1980,10,5.12,6.83,2.62,5.69,5.50,0.00,0.00,6.02,14942.81,,19.71,0.77
Algeria,DZA,2005,2,4.84,5.32,7.51,5.98,5.06,5.53,10.42,7.20,3102.04,,19.76,0.93
Ecuador,ECU,1990,9,8.25,5.21,3.98,5.10,5.12,25.90,15.59,5.89,1491.40,,19.84,0.07
Vietnam,VNM,2009,-7,7.60,5.98,5.94,6.19,6.70,6.72,43.38,7.13,1232.37,,19.87,0.04
Iran,IRN,2003,3,6.49,6.09,7.69,5.22,5.33,5.27,1.90,2.39,2240.81,,19.87,0.60
China,CHN,2007,-7,4.50,6.31,8.08,6.69,5.75,0.28,1.13,11.35,2673.29,,19.97,0.07
Albania,ALB,2004,7,7.84,4.58,9.66,6.54,6.32,55.87,99.09,4.23,2416.59,,20.00,0.22
Portugal,PRT,1990,10,5.22,7.73,6.05,7.55,4.45,0.00,0.00,7.49,7885.39,,20.02,0.58
Costa Rica,CRI,1980,10,5.72,5.21,8.04,1.74,6.90,23.81,26.97,6.27,2022.11,,20.02,0.70
Mexico,MEX,2001,8,7.38,3.64,7.38,7.32,5.85,3.50,1.13,2.67,6952.29,,20.10,0.48
Turkey,TUR,1995,8,6.93,4.85,3.21,7.75,6.27,11.70,5.34,7.65,2896.09,,20.10,0.12
Jamaica,JAM,2006,9,8.49,4.70,8.86,7.83,7.59,23.03,14.02,1.32,4487.50,,20.13,0.13
Thailand,THA,1995,9,7.76,5.41,9.46,6.09,6.65,0.00,14.12,8.25,2856.25,,20.14,0.46
Panama,PAN,1980,-6,4.82,3.19,6.78,8.64,6.99,11.68,22.77,9.74,1925.78,,20.18,0.52
China,CHN,2008,-7,4.51,6.45,8.13,6.55,5.63,0.28,1.12,12.69,3441.22,,20.19,0.31
Algeria,DZA,2006,2,4.21,5.30,7.58,6.11,5.83,5.73,7.11,4.30,3467.54,,20.21,0.55
Venezuela,VEN,1980,9,6.29,6.22,7.40,8.67,5.04,0.00,0.99,2.35,4375.36,,20.22,0.08
Kuwait,KWT,1995,-7,4.83,7.42,8.89,7.13,5.29,0.00,2.58,33.99,16610.37,,20.22,0.84
Iran,IRN,2001,3,6.54,6.62,8.04,5.91,4.23,4.55,1.73,2.00,1899.02,,20.25,0.79
Jordan,JOR,1985,-9,4.60,3.52,7.74,6.00,6.42,23.85,229.74,1.99,1888.62,,20.38,0.83
Honduras,HND,2012,7,8.81,3.62,9.39,7.50,6.75,27.03,73.88,3.73,2395.07,,20.40,0.13
Jordan,JOR,1990,-4,6.12,3.99,6.20,4.81,6.93,29.73,300.21,-1.85,1312.28,,20.45,0.12
Kyrgyz Republic,KGZ,1995,-3,6.78,3.43,1.25,6.11,4.08,27.26,62.42,-15.46,364.23,,20.46,0.06
Honduras,HND,2010,7,8.21,4.29,9.35,7.54,6.89,29.38,84.10,4.23,2110.82,,20.56,0.32
Oman,OMN,2008,-8,5.58,7.64,7.86,7.96,7.78,0.00,28.15,5.37,22963.38,,20.56,0.51
Cape Verde,CPV,2011,10,6.35,6.05,6.85,6.58,6.89,40.31,509.29,-1.27,3766.11,,20.62,0.61
Thailand,THA,1985,2,5.58,5.85,7.02,5.37,5.88,21.55,8.79,5.58,747.49,,20.62,0.82
El Salvador,SLV,2003,7,8.67,4.74,9.59,8.23,6.45,6.29,32.56,1.71,2549.89,,20.71,0.69
Tajikistan,TJK,1995,-6,6.78,3.43,1.25,6.11,4.08,0.00,11.25,-16.40,212.91,,20.71,0.86
Belgium,BEL,1975,10,3.99,7.36,9.01,9.69,5.33,0.00,0.00,6.38,6737.25,,20.73,0.30
Czech Rep.,CZE,1995,10,2.81,6.55,5.95,7.90,5.73,0.00,14.27,0.06,5765.05,,20.79,0.06
Panama,PAN,1990,8,5.57,3.75,9.79,7.80,7.25,110.12,40.20,-13.38,2150.21,,20.88,0.82
Iceland,ISL,1985,10,5.35,7.88,2.84,5.53,5.51,0.00,0.00,-2.15,12462.10,,20.90,0.37
Oman,OMN,2007,-8,5.34,7.50,8.44,7.88,8.18,0.00,82.50,2.49,16225.66,,21.06,0.56
El Salvador,SLV,1995,7,8.59,5.87,8.88,7.44,7.42,0.00,52.96,7.37,1699.94,,21.10,0.50
Austria,AUT,1980,10,3.14,8.04,8.40,6.87,5.79,0.00,0.00,-0.21,10843.36,,21.12,0.60
El Salvador,SLV,2004,7,9.18,4.63,9.66,7.99,6.75,6.55,36.52,2.34,2666.34,,21.13,0.42
Tunisia,TUN,2001,-3,5.27,6.95,7.13,5.96,6.11,4.46,37.86,6.05,2286.50,,21.20,0.69
Oman,OMN,2006,-8,5.09,6.50,8.79,7.62,7.97,0.00,21.18,1.29,14575.16,,21.28,0.95
United Kingdom,GBR,1985,10,4.61,6.65,9.35,9.68,8.25,0.00,0.00,4.20,8652.22,,21.31,0.46
Mauritius,MUS,2005,10,7.19,5.68,9.49,7.96,7.34,18.32,28.18,3.66,5116.04,,21.34,0.19
Norway,NOR,1975,10,3.06,5.40,6.40,6.93,6.09,0.00,0.00,4.53,8204.45,,21.37,0.33
Venezuela,VEN,1985,9,6.86,5.25,8.34,4.56,5.39,0.00,0.64,-3.76,3309.09,,21.50,0.17
Iran,IRN,2004,-6,6.41,6.09,7.90,5.70,5.31,5.32,2.75,8.08,2649.91,,21.73,0.77
Ireland,IRL,1985,10,4.26,6.65,6.65,7.55,7.52,0.00,0.00,-0.24,6018.49,,21.76,0.78
China,CHN,2009,-7,4.43,6.41,8.05,6.56,6.04,8.23,0.85,14.19,3800.47,,21.82,0.48
Argentina,ARG,1980,-9,6.10,4.20,2.50,4.62,4.09,0.00,0.69,-4.51,2738.28,,21.84,0.58
Tajikistan,TJK,1990,0,2.24,1.00,5.95,1.00,1.00,0.00,0.00,13.90,496.37,,22.07,0.49
Hungary,HUN,1995,10,3.73,7.60,6.24,7.55,5.76,0.00,-23.74,-0.58,4472.76,,22.18,0.55
Algeria,DZA,2007,2,4.06,4.81,7.49,6.07,5.68,5.93,11.51,5.90,3939.56,,22.29,0.29
Kuwait,KWT,2004,-7,6.27,6.79,8.09,7.65,8.01,0.00,1.70,3.00,27437.98,,22.30,0.54
Peru,PER,1985,7,5.42,2.23,0.00,1.30,3.39,35.91,15.98,-10.41,824.25,,22.38,0.25
Vietnam,VNM,2010,-7,7.04,5.88,5.93,6.28,6.64,6.09,33.82,5.66,1333.58,,22.39,0.83
Tajikistan,TJK,2012,-3,6.79,6.68,8.74,6.46,6.59,36.14,49.67,6.50,962.44,,22.47,0.41
Montenegro,MNE,2005,6,6.27,5.56,7.13,7.20,6.38,60.08,6.28,2.50,3674.53,,22.57,0.98
Tajikistan,TJK,2013,-3,6.63,5.13,9.26,6.47,6.57,35.40,47.12,7.40,1048.66,,22.68,0.80
Tunisia,TUN,2002,-4,5.31,6.54,7.18,6.12,6.80,4.78,22.66,4.71,2373.84,,22.73,0.39
Iran,IRN,2005,-6,6.32,6.11,8.06,5.62,5.73,5.01,1.55,8.64,3135.19,,22.87,0.42
Sweden,SWE,1975,10,2.69,4.42,7.42,6.89,5.30,0.00,0.00,3.97,9974.66,,22.90,0.40
Kuwait,KWT,2003,-7,6.42,7.36,8.18,8.00,9.10,0.00,2.63,0.73,22841.60,,23.09,0.71
Australia,AUS,1975,10,4.71,5.07,8.47,6.21,5.85,0.00,0.00,2.60,6987.82,,23.18,0.73
India,IND,2011,9,7.53,5.68,6.67,6.26,6.84,4.90,2.59,8.48,1471.66,,23.27,0.65
Israel,ISR,1975,9,2.66,6.16,5.37,2.22,3.86,0.00,135.31,3.34,3570.76,,23.32,0.63
China,CHN,2010,-7,4.48,6.25,7.89,6.68,6.01,8.05,0.48,9.62,4514.94,,23.32,0.85
Mauritius,MUS,2006,10,6.69,5.13,9.29,8.22,7.62,19.19,15.58,5.75,5455.07,,23.53,0.27
France,FRA,1975,8,4.63,4.86,6.26,6.96,6.61,0.00,0.00,6.31,6672.51,,23.68,0.30
Kuwait,KWT,2002,-7,6.60,7.31,7.74,7.99,9.10,0.00,2.80,4.69,18674.60,,23.82,0.84
Colombia,COL,2000,7,4.64,3.53,6.31,7.04,6.10,3.68,4.60,0.57,2472.20,,23.92,0.56
Philippines,PHL,1980,-9,6.49,3.06,6.10,5.11,5.34,22.03,6.30,5.17,684.65,,24.02,0.84
Romania,ROU,2000,8,5.02,6.16,2.71,6.86,5.78,24.60,19.19,-2.09,1668.16,,24.12,0.96
Panama,PAN,1985,-6,5.00,3.52,9.68,8.42,6.95,140.24,31.08,-4.49,2434.13,,24.16,1.00
China,CHN,2011,-7,4.99,6.04,7.90,6.59,6.09,7.98,-0.52,9.23,5574.19,,24.33,0.47
Vietnam,VNM,2011,-7,7.03,5.66,5.69,6.27,6.64,5.65,40.93,5.40,1543.03,,24.43,0.81
Albania,ALB,2005,9,8.04,4.80,9.64,6.33,6.10,52.55,105.97,5.77,2709.14,,24.52,0.59
Mauritius,MUS,2007,10,8.19,6.02,9.23,8.37,7.78,20.07,55.56,1.24,6285.79,,24.54,0.25
Philippines,PHL,1990,8,8.00,2.44,5.76,5.43,7.90,14.72,20.51,6.75,715.31,,24.58,0.00
Vietnam,VNM,2013,-7,7.62,5.40,6.24,6.46,6.58,5.40,45.53,6.24,1908.64,,24.58,0.77
Vietnam,VNM,2012,-7,7.65,5.44,5.97,6.41,6.63,5.45,46.36,6.42,1755.27,,24.60,0.07
Japan,JPN,1975,10,6.17,6.16,7.52,6.82,7.49,0.00,0.00,8.03,4581.57,,24.60,0.50
India,IND,2013,9,7.55,5.26,6.72,6.07,6.55,4.79,1.90,6.64,1455.10,,24.69,0.73
Austria,AUT,1985,10,3.05,7.88,8.31,6.93,6.11,0.00,0.00,2.97,9150.00,,24.70,0.33
Oman,OMN,2010,-8,5.26,7.58,7.29,8.05,8.27,0.00,-7.38,8.20,19920.65,,24.75,0.40
Italy,ITA,1975,10,5.15,3.87,5.68,7.33,4.81,0.00,0.00,7.13,4094.94,,24.76,0.76
Colombia,COL,2001,7,4.78,3.44,7.57,6.94,5.44,3.50,9.38,-4.20,2395.86,,24.79,0.89
India,IND,2012,9,7.69,5.60,6.73,6.17,6.74,4.84,1.32,10.26,1449.66,,24.80,0.71
Belgium,BEL,1980,10,3.62,7.83,9.58,9.67,6.05,0.00,0.00,2.84,12932.87,,24.83,0.28
Botswana,BWA,2013,8,6.51,6.04,8.40,6.79,7.92,40.64,49.80,6.05,6882.26,,24.83,0.70
Colombia,COL,2002,7,4.73,3.08,7.39,6.40,6.46,3.74,10.55,4.42,2355.73,,24.87,0.91
Australia,AUS,1980,10,5.08,7.26,9.00,6.38,6.53,0.00,0.00,0.90,10186.13,,25.07,0.35
Jamaica,JAM,2009,9,8.74,4.88,8.22,7.24,6.97,152.97,55.68,1.43,4489.27,,25.22,0.89
Iran,IRN,2006,-6,6.29,4.98,8.24,5.94,5.85,5.20,1.63,4.34,3646.84,,25.23,0.65
Jamaica,JAM,2008,9,8.81,5.00,7.66,7.64,6.52,23.41,32.12,2.90,5119.34,,25.30,0.24
Norway,NOR,1980,10,2.87,7.05,6.43,6.89,5.35,0.00,0.00,3.87,15772.24,,25.33,0.09
Iceland,ISL,1990,10,6.03,8.35,7.08,6.62,6.54,0.00,0.00,-0.09,25592.15,,25.60,0.21
Costa Rica,CRI,2004,10,7.05,6.26,8.89,7.70,6.22,8.80,3.05,2.90,4441.41,,25.64,0.88
Italy,ITA,1985,10,2.96,6.78,6.29,8.05,4.85,0.00,0.00,1.17,7967.23,,25.94,0.59
Bulgaria,BGR,1990,8,2.54,7.25,4.45,2.81,3.80,0.00,1.56,10.94,2377.34,,26.20,0.25
Spain,ESP,1985,10,4.20,6.42,6.61,7.62,5.85,0.00,0.00,1.77,4693.08,,26.65,0.92
China,CHN,2012,-7,5.00,6.00,8.03,6.66,6.26,7.95,-0.14,10.63,6264.64,,26.70,0.65
Montenegro,MNE,2006,9,6.51,5.72,7.80,7.89,7.43,63.16,155.42,4.40,4383.60,,26.85,0.42
Kyrgyz Republic,KGZ,1990,0,2.24,1.00,5.95,1.00,1.00,0.00,0.00,13.20,608.95,,26.90,0.83
Mauritius,MUS,2008,10,8.39,6.28,9.00,8.31,7.96,19.49,88.15,3.95,7749.32,,27.24,0.89
Italy,ITA,1980,10,4.10,5.70,5.55,8.00,4.57,0.00,0.00,3.24,8432.09,,27.41,0.21
Philippines,PHL,1995,8,8.20,4.82,8.80,7.10,6.88,10.42,12.92,2.12,1061.35,,27.41,0.41
Macedonia,MKD,2003,9,5.52,3.76,8.15,6.73,6.63,39.72,130.65,-3.07,2431.84,,27.44,0.39
Colombia,COL,2004,7,5.29,3.95,7.70,6.12,6.67,4.15,12.05,2.50,2740.25,,27.46,0.74
Philippines,PHL,1985,-6,6.75,2.46,4.59,5.26,5.81,21.51,8.45,1.87,565.76,,27.75,0.61
Australia,AUS,1985,10,4.42,7.88,9.35,7.53,6.62,0.00,0.00,-2.23,11434.35,,27.79,0.67
Venezuela,VEN,1990,9,5.95,5.70,4.74,6.41,4.93,0.00,3.84,5.82,2367.72,,27.79,0.58
Panama,PAN,1995,9,7.36,6.18,9.50,9.11,7.25,40.37,14.52,5.46,2887.41,,27.84,0.90
Georgia,GEO,2012,6,7.36,5.77,9.17,8.44,8.14,214.95,147.46,6.25,3528.73,,27.93,0.38
Macedonia,MKD,2004,9,5.19,3.73,8.25,6.31,6.95,37.07,129.24,1.49,2787.77,,28.02,0.61
Ireland,IRL,1990,10,5.56,7.73,6.80,7.56,7.65,0.00,0.00,5.22,14047.07,,28.22,0.11
Georgia,GEO,2010,6,6.59,5.71,8.80,8.48,7.81,285.70,140.47,2.31,2613.76,,28.26,0.24
Chile,CHL,1995,8,7.30,6.75,8.65,7.91,7.00,0.00,11.03,6.99,5026.72,,28.33,0.21
Denmark,DNK,1980,10,3.06,7.18,6.68,7.85,6.44,0.00,0.00,2.27,13833.12,,28.38,0.63
Czech Rep.,CZE,2000,10,4.84,6.89,8.13,8.37,6.25,0.00,42.65,-0.32,5994.53,,28.43,0.34
Slovak Rep,SVK,2000,9,5.48,6.30,7.90,7.99,5.91,0.00,20.97,4.01,5402.93,,28.43,0.94
Kuwait,KWT,2013,-7,6.19,6.68,9.40,7.27,7.78,0.00,0.00,9.63,48463.15,,28.45,0.45
Denmark,DNK,1975,10,3.63,6.16,6.24,7.87,6.53,0.00,0.00,3.76,7954.97,,28.55,0.73
Algeria,DZA,2009,2,3.54,4.81,7.01,6.10,5.71,53.06,8.97,3.40,3875.82,,28.60,0.58
Jamaica,JAM,2013,9,7.65,4.98,8.76,7.37,7.91,456.58,25.90,1.72,5226.09,,28.74,0.63
Algeria,DZA,2010,2,3.38,4.44,7.17,5.75,5.33,51.21,5.50,2.00,4473.49,,28.76,0.62
Albania,ALB,2006,9,8.05,4.91,9.57,6.74,6.55,54.29,107.53,5.71,3005.01,,28.79,0.78
Jamaica,JAM,2010,9,7.62,4.88,7.98,7.20,7.32,441.57,52.49,-0.72,4902.03,,28.93,0.26
Macedonia,MKD,2006,9,5.64,4.47,8.30,7.19,7.57,33.35,100.25,4.67,3351.30,,28.99,0.01
Egypt,EGY,2003,-6,5.66,4.41,9.28,5.15,5.37,2.80,14.12,3.54,1147.78,,28.99,0.65
Romania,ROU,2001,8,5.64,4.63,4.19,6.80,4.92,21.80,29.93,-0.40,1839.73,,29.00,0.16
Japan,JPN,1985,10,5.95,7.25,8.54,8.02,7.97,0.00,0.00,3.06,11465.73,,29.03,0.78
Philippines,PHL,2010,8,8.31,4.37,9.29,6.69,7.15,13.87,5.71,4.15,2145.24,,29.45,0.45
Italy,ITA,1990,10,3.33,7.73,9.28,7.83,5.56,0.00,0.00,4.19,20764.65,,29.49,0.02
China,CHN,2013,-7,5.00,5.86,8.26,6.73,6.38,7.93,-0.48,9.48,6991.85,,29.70,0.30
Japan,JPN,1990,10,5.83,7.73,9.80,8.74,7.59,0.00,0.00,7.15,25123.63,,29.75,0.47
Mexico,MEX,2013,8,7.09,4.45,8.08,7.20,7.11,35.48,4.53,3.92,10172.72,,29.89,0.91
Uruguay,URY,1990,10,7.67,6.28,3.76,8.65,6.63,0.00,16.86,1.48,2989.99,,29.90,0.69
Iran,IRN,2007,-6,6.39,6.09,8.09,4.93,5.54,5.60,1.43,4.21,4705.39,,29.90,0.02
Czech Rep.,CZE,2001,10,4.72,6.55,9.13,8.25,5.94,0.00,30.71,1.44,6594.72,,30.08,0.35
Slovak Rep,SVK,2001,9,5.47,5.62,8.05,8.28,5.73,0.00,30.50,-0.21,5708.08,,30.08,0.76
Georgia,GEO,2011,6,6.76,5.68,9.03,8.50,8.12,269.82,130.70,-3.78,3219.61,,30.08,0.98
Moldova,MDA,1995,7,6.78,3.43,1.25,6.11,4.08,62.63,17.91,-1.20,476.99,,30.18,0.46
Algeria,DZA,2011,2,3.71,4.02,7.12,5.69,5.47,50.10,5.18,1.60,5447.40,,30.28,0.22
Peru,PER,1990,8,7.13,2.93,1.25,4.07,3.96,34.58,18.19,-9.44,1177.92,,30.28,0.47
Egypt,EGY,2004,-6,5.63,4.21,8.65,6.39,5.48,2.87,21.15,2.37,1071.32,,30.33,0.36
Jamaica,JAM,2012,9,7.62,4.90,8.61,7.27,7.41,456.03,7.77,-1.49,5445.89,,30.82,0.06
Philippines,PHL,2011,8,8.84,4.64,9.28,6.74,7.23,13.61,-1.91,1.15,2371.85,,30.95,0.69
Belgium,BEL,1985,10,3.60,7.88,9.58,9.72,5.80,0.00,0.00,0.31,8797.67,,30.96,0.04
Poland,POL,1995,9,2.62,6.84,6.03,6.82,4.22,0.00,98.17,3.74,3612.16,,31.13,0.17
Sweden,SWE,1985,10,2.61,7.41,8.10,8.10,6.03,0.00,0.00,1.90,13474.16,,31.15,0.12
Egypt,EGY,2001,-6,6.62,4.61,9.58,6.69,5.51,2.45,18.80,6.11,1402.76,,31.17,0.88
Japan,JPN,1980,10,5.80,7.91,8.28,6.92,7.92,0.00,0.00,5.27,9307.84,,31.20,0.65
Israel,ISR,1980,9,1.82,4.06,2.03,6.13,3.52,0.00,230.06,4.82,5616.55,,31.27,0.25
Switzerland,CHE,1995,10,6.37,9.14,9.63,8.43,7.24,0.00,0.00,-0.13,48540.58,,31.27,0.80
Egypt,EGY,2006,-3,6.36,5.79,8.74,6.37,5.49,2.68,11.78,4.09,1409.18,,31.44,0.30
Algeria,DZA,2012,2,3.23,4.53,7.00,5.31,5.62,49.19,3.86,3.60,5583.62,,31.46,0.95
Philippines,PHL,2012,8,8.78,4.84,6.92,6.69,7.27,13.41,0.05,7.63,2604.66,,31.48,0.37
Peru,PER,2003,9,7.63,4.64,9.56,8.20,7.02,10.20,19.19,0.62,2191.37,,31.53,0.82
Malta,MLT,2007,10,5.90,7.90,9.58,8.33,6.80,0.00,0.00,3.67,18356.97,,31.54,0.76
Egypt,EGY,2005,-3,6.34,5.47,8.85,6.23,5.19,2.59,13.83,3.19,1196.73,,31.62,0.78
Egypt,EGY,2008,-3,6.97,5.66,8.26,6.44,5.76,2.65,22.06,6.84,2061.61,,31.65,0.73
Finland,FIN,1980,10,4.67,6.83,7.78,6.83,6.38,0.00,0.00,2.92,11232.27,,31.76,0.97
Albania,ALB,2007,9,8.79,5.07,9.42,6.78,6.44,55.04,103.43,5.72,3603.01,,31.79,0.46
Egypt,EGY,2007,-3,7.12,6.13,8.68,6.50,5.51,2.77,14.60,4.47,1681.31,,31.85,0.79
Finland,FIN,1985,10,4.41,7.88,7.94,7.06,6.54,0.00,0.00,3.12,11405.93,,31.96,0.61
Slovak Rep,SVK,2002,9,5.21,5.38,8.05,8.17,6.80,0.00,28.66,1.21,6524.86,,32.11,0.49
