Country,Code,Year,dummy,Law Prop.Rights,Sound Money,polity,prev Law,prev Money,prev polity,prev GDP,GDP per capita in USD
Cyprus,CYP,2012,,6.45,9.52,10,6.77,9.5,10,31836.62,28868.27
Netherlands,NLD,2002,,8.41,9.51,10,9.13,9.46,10,26584.12,28817.32
United States,USA,1995,,8.76,9.76,10,8.35,9.68,10,23954.48,28782.18
Spain,ESP,2012,,6.7,9.74,10,6.85,9.68,10,31832.24,28647.84
Belgium,BEL,1995,,7.52,9.73,10,8.35,9.74,10,20710.66,28565.95
Greece,GRC,2007,,6.44,9.61,10,6.7,9.53,10,24561.38,28531.57
Spain,ESP,2006,,6.83,9.49,10,6.73,9.58,10,26510.72,28482.61
Finland,FIN,1990,,8.35,9.27,10,7.88,7.94,10,11405.93,28380.55
United Kingdom,GBR,2002,,8.54,9.48,10,9.23,9.52,10,25980.22,28301.21
Norway,NOR,1990,,8.35,8.73,10,8.11,6.45,10,15753.55,28242.94
Ireland,IRL,2001,,8.42,9.57,10,8.97,9.43,10,26236.37,28212.59
Canada,CAN,2003,,8.17,9.25,10,7.69,9.21,10,23995.02,28026.01
New Zealand,NZL,2009,,8.65,9.7,10,8.81,9.61,10,30972.12,27998.57
Cyprus,CYP,2013,,6.39,7.28,10,6.45,9.52,10,28868.27,27910.62
New Zealand,NZL,2005,,8.7,9.65,10,8.85,9.58,10,25461.13,27833.6
Israel,ISR,2009,,6,8.84,10,5.95,9.07,10,29657.44,27795.88
Slovenia,SVN,2008,,6.31,9.42,10,6.2,9.25,10,23841.32,27501.81
Italy,ITA,2003,,5.75,9.54,10,6.7,9.57,10,22205.84,27399.1
Sweden,SWE,2001,,8.61,9.71,10,9.02,9.84,10,29283.01,26969.24
Denmark,DNK,1990,,8.35,9.46,10,7.88,6.51,10,12167.45,26861.8
Greece,GRC,2010,,5.51,9.67,10,5.55,9.63,10,29498.32,26841.86
Finland,FIN,2002,,9.06,9.63,10,9.25,9.62,10,24913.24,26834.03
New Zealand,NZL,2006,,8.17,9.54,10,8.7,9.65,10,27833.6,26630.36
Netherlands,NLD,2001,,9.13,9.46,10,9.62,9.57,10,25921.13,26584.12
Spain,ESP,2005,,6.73,9.58,10,6.37,9.62,10,24918.65,26510.72
Cyprus,CYP,2006,,7.43,9.19,10,7.43,9.35,10,24738.01,26455.13
United Kingdom,GBR,2000,,9.29,9.31,10,8.84,9.6,10,21330.28,26400.66
Austria,AUT,2002,,8.26,9.63,10,8.93,9.58,10,24489.74,26351.38
Finland,FIN,1995,,9.28,9.55,10,8.35,9.27,10,28380.55,26273.47
Ireland,IRL,2000,,8.97,9.43,10,9.09,9.6,10,19179.98,26236.37
United Kingdom,GBR,2001,,9.23,9.52,10,9.29,9.31,10,26400.66,25980.22
Netherlands,NLD,2000,,9.62,9.57,10,9.11,9.7,10,28884.71,25921.13
Greece,GRC,2011,,5.34,9.6,10,5.51,9.67,10,26841.86,25872.01
New Zealand,NZL,2004,,8.85,9.58,10,8.87,9.53,10,21941.06,25461.13
Germany,DEU,2002,,8.37,9.59,10,8.72,9.56,10,23687.32,25205.16
Japan,JPN,1990,,7.73,9.8,10,7.25,8.54,10,11465.73,25123.63
Belgium,BEL,2002,,7.33,9.67,10,7.78,9.64,10,23121.57,25052.33
Israel,ISR,2007,,6.02,9.27,10,6.32,9.14,10,21905.02,25008.6
Slovenia,SVN,2011,,6.22,8.29,10,6.2,8.3,10,23438.87,24983.69
Spain,ESP,2004,,6.37,9.62,10,6.49,9.61,10,21495.71,24918.65
Finland,FIN,2001,,9.25,9.62,10,9.49,9.55,10,24253.25,24913.24
Portugal,PRT,2008,,6.92,9.55,10,7.17,9.56,10,22780.06,24815.61
Cyprus,CYP,2005,,7.43,9.35,10,7.22,9.55,10,23578.43,24738.01
Slovenia,SVN,2009,,6.45,9.63,10,6.31,9.42,10,27501.81,24633.8
Greece,GRC,2006,,6.7,9.53,10,6.74,9.56,10,22337.05,24561.38
Austria,AUT,2000,,9.34,9.63,10,8.85,9.55,10,30252.79,24517.27
Austria,AUT,2001,,8.93,9.58,10,9.34,9.63,10,24517.27,24489.74
Finland,FIN,2000,,9.49,9.55,10,9.28,9.55,10,26273.47,24253.25
Canada,CAN,2000,,9.27,9.53,10,8.95,9.63,10,20509,24031.95
Canada,CAN,2002,,7.69,9.21,10,8.96,9.2,10,23573.75,23995.02
United States,USA,1990,,8.35,9.68,10,8.35,9.36,10,18269.42,23954.48
Slovenia,SVN,2007,,6.2,9.25,10,6.26,9.1,10,19726.13,23841.32
Germany,DEU,2000,,9.14,9.55,10,9.13,9.76,10,31729.7,23718.75
Germany,DEU,2001,,8.72,9.56,10,9.14,9.55,10,23718.75,23687.32
Cyprus,CYP,2004,,7.22,9.55,10,6.97,8.23,10,20110.12,23578.43
Canada,CAN,2001,,8.96,9.2,10,9.27,9.53,10,24031.95,23573.75
Australia,AUS,2003,,8.45,9.28,10,8.65,9.21,10,20059.45,23440.01
Slovenia,SVN,2010,,6.2,8.3,10,6.45,9.63,10,24633.8,23438.87
Belgium,BEL,2000,,8.29,9.62,10,7.52,9.73,10,28565.95,23207.41
Portugal,PRT,2011,,6.78,9.69,10,6.69,9.75,10,22540,23194.74
Slovenia,SVN,2013,,5.99,8.4,10,6.12,8.25,10,22477.6,23144.12
Belgium,BEL,2001,,7.78,9.64,10,8.29,9.62,10,23207.41,23121.57
Portugal,PRT,2009,,6.81,9.61,10,6.92,9.55,10,24815.61,23063.97
Portugal,PRT,2007,,7.17,9.56,10,7.48,9.47,10,19821.44,22780.06
Portugal,PRT,2010,,6.69,9.75,10,6.81,9.61,10,23063.97,22540
Slovenia,SVN,2012,,6.12,8.25,10,6.22,8.29,10,24983.69,22477.6
Greece,GRC,2005,,6.74,9.56,10,5.3,9.64,10,21755.35,22337.05
Germany,DEU,1990,,8.35,9.67,10,7.48,9.47,10,9393.89,22219.57
Italy,ITA,2002,,6.7,9.57,10,7.36,9.55,10,20409,22205.84
Greece,GRC,2012,,5.37,9.57,10,5.34,9.6,10,25872.01,22146.92
New Zealand,NZL,2003,,8.87,9.53,10,8.72,9.41,10,16895.45,21941.06
Israel,ISR,2006,,6.32,9.14,10,6.42,9.34,10,20611.18,21905.02
Greece,GRC,2004,,5.3,9.64,10,5.61,9.61,10,18326.22,21755.35
Greece,GRC,2013,,5.8,9.53,10,5.37,9.57,10,22146.92,21719.23
Australia,AUS,2000,,9.49,9.4,10,8.96,9.4,10,20360.18,21665.12
Austria,AUT,1990,,8.35,9.63,10,7.88,8.31,10,9150,21628.76
Portugal,PRT,2013,,6.99,9.86,10,6.89,9.72,10,20577.4,21618.74
Spain,ESP,2003,,6.49,9.61,10,6.34,9.59,10,17019.54,21495.71
United Kingdom,GBR,1995,,8.84,9.6,10,7.73,9.48,10,19095.47,21330.28
Canada,CAN,1990,,8.35,9.68,10,7.88,8.93,10,13991.21,21302.4
Trinidad & Tob.,TTO,2008,,4.67,8.48,10,4.34,8.73,10,16530.24,21188.09
Israel,ISR,2000,,8.01,8.09,10,6.98,7.43,9,18028.64,21052.1
Netherlands,NLD,1990,,8.35,9.64,10,8.35,9.44,10,9799.44,21019.13
Italy,ITA,1990,,7.73,9.28,10,6.78,6.29,10,7967.23,20764.65
Belgium,BEL,1990,,8.35,9.74,10,7.88,9.58,10,8797.67,20710.66
Israel,ISR,2005,,6.42,9.34,10,6,9.32,10,19888.17,20611.18
Italy,ITA,1995,,6.47,9.58,10,7.73,9.28,10,20764.65,20603.89
Portugal,PRT,2012,,6.89,9.72,10,6.78,9.69,10,23194.74,20577.4
Canada,CAN,1995,,8.95,9.63,10,8.35,9.68,10,21302.4,20509
Italy,ITA,2001,,7.36,9.55,10,7.66,9.47,10,20059.21,20409
Australia,AUS,1995,,8.96,9.4,10,7.86,9.15,10,18221.69,20360.18
Israel,ISR,2001,,7.37,9.24,10,8.01,8.09,10,21052.1,20306.2
Trinidad & Tob.,TTO,2013,,4.61,8.22,10,4.75,7.67,10,18322.32,20217.08
Cyprus,CYP,2003,,6.97,8.23,10,8.48,8.27,10,15988.28,20110.12
Australia,AUS,2002,,8.65,9.21,10,9.25,9.33,10,19495.15,20059.45
Italy,ITA,2000,,7.66,9.47,10,6.47,9.58,10,20603.89,20059.21
Israel,ISR,2004,,6,9.32,10,6.02,9.45,10,18947,19888.17
Portugal,PRT,2006,,7.48,9.47,10,7.32,9.54,10,18784.95,19821.44
Slovenia,SVN,2006,,6.26,9.1,10,6.09,8.79,10,18169.18,19726.13
Australia,AUS,2001,,9.25,9.33,10,9.49,9.4,10,21665.12,19495.15
Ireland,IRL,1995,,9.09,9.6,10,7.73,6.8,10,14047.07,19179.98
United Kingdom,GBR,1990,,7.73,9.48,10,6.65,9.35,10,8652.22,19095.47
Israel,ISR,2003,,6.02,9.45,10,6.91,9.17,10,18431.16,18947
Portugal,PRT,2005,,7.32,9.54,10,7.01,9.61,10,18045.59,18784.95
Slovak Rep,SVK,2008,,6.14,9.48,10,6.27,9.3,10,16014.6,18604.32
Israel,ISR,2002,,6.91,9.17,10,7.37,9.24,10,20306.2,18431.16
Greece,GRC,2003,,5.61,9.61,10,5.66,9.54,10,14005.36,18326.22
Trinidad & Tob.,TTO,2012,,4.75,7.67,10,4.72,8.2,10,18287.4,18322.32
Trinidad & Tob.,TTO,2011,,4.72,8.2,10,4.56,8.06,10,15840.41,18287.4
United States,USA,1985,,8.35,9.36,10,8.35,9.22,10,12597.67,18269.42
Australia,AUS,1990,,7.86,9.15,10,7.88,9.35,10,11434.35,18221.69
Slovenia,SVN,2005,,6.09,8.79,10,5.63,8.75,10,17260.9,18169.18
Slovak Rep,SVK,2011,,5.81,9.57,10,5.78,9.81,10,16554.89,18138.73
Slovak Rep,SVK,2013,,5.57,9.79,10,5.63,9.57,10,17207.28,18109.5
Portugal,PRT,2004,,7.01,9.61,10,6.92,9.6,10,15772.73,18045.59
New Zealand,NZL,1995,,9.17,9.75,10,8.35,8.64,10,13663.03,17400.34
Slovenia,SVN,2004,,5.63,8.75,10,5.81,8.95,10,14880.47,17260.9
Slovak Rep,SVK,2012,,5.63,9.57,10,5.81,9.57,10,18138.73,17207.28
Spain,ESP,2002,,6.34,9.59,10,6.27,9.49,10,15359.11,17019.54
New Zealand,NZL,2002,,8.72,9.41,10,8.92,9.44,10,13882.89,16895.45
Uruguay,URY,2013,,5.47,8.95,10,5.42,9.18,10,15127.64,16879.45
Sweden,SWE,1980,,6.61,7.56,10,4.42,7.42,10,9974.66,16856.76
Switzerland,CHE,1985,,8.35,9.66,10,8.13,9.59,10,18785.04,16613.63
Slovak Rep,SVK,2010,,5.78,9.81,10,5.95,9.72,10,16460.22,16554.89
Trinidad & Tob.,TTO,2007,,4.34,8.73,10,4.46,8.53,10,14095.99,16530.24
Slovak Rep,SVK,2009,,5.95,9.72,10,6.14,9.48,10,18604.32,16460.22
Slovak Rep,SVK,2007,,6.27,9.3,10,6.49,8.95,10,13100.37,16014.6
Cyprus,CYP,2002,,8.48,8.27,10,7.98,7.06,10,14723.21,15988.28
Trinidad & Tob.,TTO,2010,,4.56,8.06,10,4.83,8.06,10,14508.79,15840.41
Portugal,PRT,2003,,6.92,9.6,10,7.18,9.61,10,12882.29,15772.73
Norway,NOR,1980,,7.05,6.43,10,5.4,6.4,10,8204.45,15772.24
Norway,NOR,1985,,8.11,6.45,10,7.05,6.43,10,15772.24,15753.55
Chile,CHL,2013,,7.01,9.02,10,7.09,8.87,10,15253.33,15741.71
Lithuania,LTU,2013,,6.3,9.15,10,6.39,8.88,10,14342.52,15692.01
Hungary,HUN,2008,,6.3,9.25,10,6.65,9.11,10,13830.83,15649.72
Spain,ESP,1995,,7.46,9.61,10,7.16,6.36,10,13773.37,15561.97
Spain,ESP,2001,,6.27,9.49,10,7.54,9.44,10,14787.76,15359.11
Chile,CHL,2012,,7.09,8.87,10,7.16,8.88,10,14582.17,15253.33
Cyprus,CYP,1995,,7.16,7.25,10,6.67,7.03,10,9641.58,15233.34
Uruguay,URY,2012,,5.42,9.18,10,5.57,9.09,10,14166.56,15127.64
Lithuania,LTU,2008,,6.53,8.69,10,6.8,8.8,10,12297.92,14961.57
Slovenia,SVN,2003,,5.81,8.95,10,6.22,8.74,10,11814.1,14880.47
Spain,ESP,2000,,7.54,9.44,10,7.46,9.61,10,15561.97,14787.76
Cyprus,CYP,2001,,7.98,7.06,10,7.98,6.88,10,14307.35,14723.21
Chile,CHL,2011,,7.16,8.88,10,7.17,8.94,10,12785.05,14582.17
Trinidad & Tob.,TTO,2009,,4.83,8.06,10,4.67,8.48,10,21188.09,14508.79
Lithuania,LTU,2011,,6.49,9.25,10,6.45,9.37,10,11988.76,14367.21
Lithuania,LTU,2012,,6.39,8.88,10,6.49,9.25,10,14367.21,14342.52
Cyprus,CYP,2000,,7.98,6.88,10,7.16,7.25,10,15233.34,14307.35
Uruguay,URY,2011,,5.57,9.09,10,5.89,8.98,10,11938.28,14166.56
Trinidad & Tob.,TTO,2006,,4.46,8.53,10,4.48,8.58,10,12323.14,14095.99
Ireland,IRL,1990,,7.73,6.8,10,6.65,6.65,10,6018.49,14047.07
Hungary,HUN,2011,,6.18,9.61,10,6.34,9.6,10,13009.35,14032.77
Greece,GRC,2002,,5.66,9.54,10,5.6,9.44,10,12435.56,14005.36
Canada,CAN,1985,,7.88,8.93,10,7.18,9.09,10,11118.48,13991.21
Poland,POL,2008,,5.84,9.21,10,5.61,9.22,10,11247.55,13906.22
Poland,POL,2011,,6.44,9.53,10,6.33,9.39,10,12597.46,13891.14
New Zealand,NZL,2001,,8.92,9.44,10,9.1,9.54,10,13641.06,13882.89
Denmark,DNK,1980,,7.18,6.68,10,6.16,6.24,10,7954.97,13833.12
Hungary,HUN,2007,,6.65,9.11,10,6.72,9.48,10,11392.07,13830.83
Poland,POL,2013,,6.35,9.61,10,6.36,9.55,10,13142.05,13776.45
Spain,ESP,1990,,7.16,6.36,10,6.42,6.61,10,4693.08,13773.37
New Zealand,NZL,1990,,8.35,8.64,10,7.88,6.17,10,7600.61,13663.03
New Zealand,NZL,2000,,9.1,9.54,10,9.17,9.75,10,17400.34,13641.06
Netherlands,NLD,1980,,7.48,9.43,10,6.38,9.14,10,7241.89,13615.84
Hungary,HUN,2013,,6.17,9.49,10,6.14,9.52,10,12819.71,13585.43
Sweden,SWE,1985,,7.41,8.1,10,6.61,7.56,10,16856.76,13474.16
Czech Rep.,CZE,2005,,6.04,9.05,10,6.15,9,10,11667.63,13317.73
Poland,POL,2012,,6.36,9.55,10,6.44,9.53,10,13891.14,13142.05
Slovak Rep,SVK,2006,,6.49,8.95,10,6.63,9.15,9,11631.35,13100.37
Hungary,HUN,2010,,6.34,9.6,10,6.39,9.53,10,12948.08,13009.35
Hungary,HUN,2009,,6.39,9.53,10,6.3,9.25,10,15649.72,12948.08
Belgium,BEL,1980,,7.83,9.58,10,7.36,9.01,10,6737.25,12932.87
Portugal,PRT,2002,,7.18,9.61,10,7.62,9.5,10,11729.15,12882.29
Greece,GRC,1995,,6.69,7.34,10,6.76,6.89,10,9637.89,12871.3
Hungary,HUN,2012,,6.14,9.52,10,6.18,9.61,10,14032.77,12819.71
Chile,CHL,2010,,7.17,8.94,10,7.26,9.1,10,10217.31,12785.05
United States,USA,1980,,8.35,9.22,10,7.91,9.26,10,7820.07,12597.67
Poland,POL,2010,,6.33,9.39,10,6.28,9.32,10,11440.58,12597.46
Greece,GRC,2001,,5.6,9.44,10,5.7,9.32,10,11952.86,12435.56
Trinidad & Tob.,TTO,2005,,4.48,8.58,10,4.54,8.97,10,10290.46,12323.14
Lithuania,LTU,2007,,6.8,8.8,10,6.59,8.78,10,9240.64,12297.92
Denmark,DNK,1985,,7.88,6.51,10,7.18,6.68,10,13833.12,12167.45
Germany,DEU,1980,,7.7,9.43,10,6.6,9.32,10,6212.76,12092.38
Lithuania,LTU,2010,,6.45,9.37,10,6.44,9.16,10,11837.39,11988.76
Greece,GRC,2000,,5.7,9.32,10,6.69,7.34,10,12871.3,11952.86
Uruguay,URY,2010,,5.89,8.98,10,5.77,8.83,10,9415.15,11938.28
Lithuania,LTU,2009,,6.44,9.16,10,6.53,8.69,10,14961.57,11837.39
Slovenia,SVN,2002,,6.22,8.74,10,7.02,8.87,10,10479.3,11814.1
Portugal,PRT,1995,,8.04,9.18,10,7.73,6.05,10,7885.39,11782.52
Portugal,PRT,2001,,7.62,9.5,10,7.64,9.51,10,11502.4,11729.15
Czech Rep.,CZE,2004,,6.15,9,10,6.11,9.11,10,9741.06,11667.63
Portugal,PRT,2000,,7.64,9.51,10,8.04,9.18,10,11782.52,11502.4
Japan,JPN,1985,,7.25,8.54,10,7.91,8.28,10,9307.84,11465.73
Poland,POL,2009,,6.28,9.32,10,5.84,9.21,10,13906.22,11440.58
Australia,AUS,1985,,7.88,9.35,10,7.26,9,10,10186.13,11434.35
Finland,FIN,1985,,7.88,7.94,10,6.83,7.78,10,11232.27,11405.93
Hungary,HUN,2006,,6.72,9.48,10,6.66,9.44,10,11155.96,11392.07
Poland,POL,2007,,5.61,9.22,10,6.23,9.31,10,8999.74,11247.55
Finland,FIN,1980,,6.83,7.78,10,4.96,6.8,10,6260.19,11232.27
Hungary,HUN,2005,,6.66,9.44,10,6.31,9.28,10,10254.24,11155.96
Canada,CAN,1980,,7.18,9.09,10,5.84,8.75,10,7478.54,11118.48
Chile,CHL,2008,,7.14,8.82,10,7.07,9.15,10,10513.54,10791.02
Chile,CHL,2007,,7.07,9.15,10,6.95,9.14,10,9500.84,10513.54
Slovenia,SVN,2001,,7.02,8.87,10,7.29,7.49,10,10227.73,10479.3
Costa Rica,CRI,2013,,6.25,9.33,10,6.17,9.29,10,9733.4,10461.58
Trinidad & Tob.,TTO,2004,,4.54,8.97,10,5.4,8.97,10,8804.52,10290.46
Hungary,HUN,2004,,6.31,9.28,10,6.41,9.33,10,8391.14,10254.24
Slovenia,SVN,2000,,7.29,7.49,10,8.75,3.12,10,10690.66,10227.73
Chile,CHL,2009,,7.26,9.1,10,7.14,8.82,10,10791.02,10217.31
Australia,AUS,1980,,7.26,9,10,5.07,8.47,10,6987.82,10186.13
United Kingdom,GBR,1980,,7.05,5.96,10,8.35,5.08,10,4299.75,10032.06
Sweden,SWE,1975,,4.42,7.42,10,6.47,6.13,10,4669.44,9974.66
Netherlands,NLD,1985,,8.35,9.44,10,7.48,9.43,10,13615.84,9799.44
Czech Rep.,CZE,2003,,6.11,9.11,10,5.88,8.88,10,8011.9,9741.06
Costa Rica,CRI,2012,,6.17,9.29,10,6.08,9.35,10,8963.68,9733.4
Cyprus,CYP,1990,,6.67,7.03,10,3.99,6.84,10,4488.29,9641.58
Greece,GRC,1990,,6.76,6.89,10,5.61,6.96,8,4813.71,9637.89
Chile,CHL,2006,,6.95,9.14,10,6.74,9.34,9,7728.61,9500.84
Mauritius,MUS,2013,,6.55,9.67,10,6.56,9.43,10,9113.64,9479.87
Uruguay,URY,2009,,5.77,8.83,10,5.62,8.45,10,9062.29,9415.15
Germany,DEU,1985,,7.48,9.47,10,7.7,9.43,10,12092.38,9393.89
Japan,JPN,1980,,7.91,8.28,10,6.16,7.52,10,4581.57,9307.84
Lithuania,LTU,2006,,6.59,8.78,10,6.37,8.83,10,7863.16,9240.64
Austria,AUT,1985,,7.88,8.31,10,8.04,8.4,10,10843.36,9150
Mauritius,MUS,2012,,6.56,9.43,10,6.37,9.22,10,8984.63,9113.64
Uruguay,URY,2008,,5.62,8.45,10,5.57,8.1,10,7009.68,9062.29
Poland,POL,2006,,6.23,9.31,10,5.63,9.27,10,7976.07,8999.74
Mauritius,MUS,2011,,6.37,9.22,10,6.21,9.28,10,7772.1,8984.63
Costa Rica,CRI,2011,,6.08,9.35,10,6.11,8,10,7985.95,8963.68
Trinidad & Tob.,TTO,2003,,5.4,8.97,10,6.53,8.81,10,7049.61,8804.52
Belgium,BEL,1985,,7.88,9.58,10,7.83,9.58,10,12932.87,8797.67
United Kingdom,GBR,1985,,6.65,9.35,10,7.05,5.96,10,10032.06,8652.22
Italy,ITA,1980,,5.7,5.55,10,3.87,5.68,10,4094.94,8432.09
Hungary,HUN,2003,,6.41,9.33,10,6.8,9,10,6646.24,8391.14
Norway,NOR,1975,,5.4,6.4,10,7.72,6.25,10,3306.22,8204.45
Czech Rep.,CZE,2002,,5.88,8.88,10,6.55,9.13,10,6594.72,8011.9
Costa Rica,CRI,2010,,6.11,8,10,6.26,7.86,10,6546.57,7985.95
Poland,POL,2005,,5.63,9.27,10,5.55,9.15,10,6639.96,7976.07
Italy,ITA,1985,,6.78,6.29,10,5.7,5.55,10,8432.09,7967.23
Portugal,PRT,1990,,7.73,6.05,10,6.08,5.61,10,2705.46,7885.39
Lithuania,LTU,2005,,6.37,8.83,10,6.05,9.17,10,6706.97,7863.16
United States,USA,1975,,7.91,9.26,10,8.35,9.59,10,5246.88,7820.07
Mauritius,MUS,2010,,6.21,9.28,10,6.23,9.2,10,7082.3,7772.1
Mauritius,MUS,2008,,6.28,9,10,6.02,9.23,10,6285.79,7749.32
New Zealand,NZL,1985,,7.88,6.17,10,8.04,6.31,10,7467.24,7600.61
Canada,CAN,1975,,5.84,8.75,10,8.35,9.69,10,4115.66,7478.54
New Zealand,NZL,1980,,8.04,6.31,10,5.07,5.9,10,4171.74,7467.24
Netherlands,NLD,1975,,6.38,9.14,10,8.35,9.48,10,2889.71,7241.89
Mauritius,MUS,2009,,6.23,9.2,10,6.28,9,10,7749.32,7082.3
Trinidad & Tob.,TTO,2002,,6.53,8.81,10,6.52,8.98,10,6935.68,7049.61
Uruguay,URY,2007,,5.57,8.1,10,5.42,7.98,10,5877.88,7009.68
Australia,AUS,1975,,5.07,8.47,10,8.03,9.62,10,3297.78,6987.82
Trinidad & Tob.,TTO,2001,,6.52,8.98,10,6.65,9.03,10,6431.01,6935.68
Uruguay,URY,2000,,6.39,8.39,10,6.75,3.92,10,5984.13,6871.9
Belgium,BEL,1975,,7.36,9.01,10,8.35,9.64,10,2780.7,6737.25
Costa Rica,CRI,2008,,6.26,7.41,10,6.28,7.59,10,6024.08,6736.17
Lithuania,LTU,2004,,6.05,9.17,10,6.28,9.24,10,5505.54,6706.97
Hungary,HUN,2002,,6.8,9,10,6.74,8.63,10,5266.85,6646.24
Poland,POL,2004,,5.55,9.15,10,5.15,8.18,10,5693.38,6639.96
Czech Rep.,CZE,2001,,6.55,9.13,10,6.89,8.13,10,5994.53,6594.72
Costa Rica,CRI,2009,,6.26,7.86,10,6.26,7.41,10,6736.17,6546.57
Trinidad & Tob.,TTO,2000,,6.65,9.03,10,5.91,8.61,9,4246.37,6431.01
Ireland,IRL,1980,,7.08,5.93,10,6.38,5.7,10,2976.74,6379.6
Mauritius,MUS,2007,,6.02,9.23,10,5.13,9.29,10,5455.07,6285.79
Uruguay,URY,2001,,5.76,8.92,10,6.39,8.39,10,6871.9,6281.37
Finland,FIN,1975,,4.96,6.8,10,7.09,7.99,10,2467.48,6260.19
Germany,DEU,1975,,6.6,9.32,10,8.35,9.47,10,2750.72,6212.76
Costa Rica,CRI,2007,,6.28,7.59,10,6.27,8.89,10,5228.03,6024.08
Ireland,IRL,1985,,6.65,6.65,10,7.08,5.93,10,6379.6,6018.49
Czech Rep.,CZE,2000,,6.89,8.13,10,6.55,5.95,10,5765.05,5994.53
Uruguay,URY,1995,,6.75,3.92,10,6.28,3.76,10,2989.99,5984.13
Uruguay,URY,2006,,5.42,7.98,10,5.57,8.18,10,5220.96,5877.88
Poland,POL,2003,,5.15,8.18,10,5.63,8,10,5196.93,5693.38
Lithuania,LTU,2003,,6.28,9.24,10,5.69,9.38,10,4146.99,5505.54
Mauritius,MUS,2006,,5.13,9.29,10,5.68,9.49,10,5116.04,5455.07
Hungary,HUN,2001,,6.74,8.63,10,7.01,7.16,10,4619.53,5266.85
Mauritius,MUS,2004,,5.01,9.43,10,5.75,9.53,10,4623.35,5229.87
Costa Rica,CRI,2006,,6.27,8.89,10,6.32,8.75,10,4700.01,5228.03
Uruguay,URY,2005,,5.57,8.18,10,5.6,8.42,10,4117.31,5220.96
Poland,POL,2002,,5.63,8,10,5.78,7.82,9,4981.2,5196.93
Mauritius,MUS,2005,,5.68,9.49,10,5.01,9.43,10,5229.87,5116.04
Costa Rica,CRI,2005,,6.32,8.75,10,6.26,8.89,10,4441.41,4700.01
Spain,ESP,1985,,6.42,6.61,10,6.35,6.07,9,6200.34,4693.08
Mauritius,MUS,2003,,5.75,9.53,10,6.54,9.49,10,3957.51,4623.35
Hungary,HUN,2000,,7.01,7.16,10,7.6,6.24,10,4472.76,4619.53
Japan,JPN,1975,,6.16,7.52,10,8.03,6.93,10,2003.65,4581.57
Costa Rica,CRI,2004,,6.26,8.89,10,6.25,8.78,10,4245.68,4441.41
Mongolia,MNG,2013,,5.71,8.03,10,5.74,7.6,10,4377.24,4387.71
Mongolia,MNG,2012,,5.74,7.6,10,5.8,7.8,10,3772.93,4377.24
United Kingdom,GBR,1975,,8.35,5.08,10,8.03,5.99,10,2347.54,4299.75
Costa Rica,CRI,2003,,6.25,8.78,10,5.47,8.65,10,4145.59,4245.68
Lithuania,LTU,2002,,5.69,9.38,10,5.06,7.84,10,3530.15,4146.99
Costa Rica,CRI,2002,,5.47,8.65,10,6.51,8.52,10,4104.18,4145.59
Uruguay,URY,2004,,5.6,8.42,10,5.57,7.98,10,3622.05,4117.31
Costa Rica,CRI,2001,,6.51,8.52,10,6.87,7.88,10,4062.32,4104.18
Italy,ITA,1975,,3.87,5.68,10,6.16,6.42,10,2100.68,4094.94
Uruguay,URY,2002,,5.48,8.67,10,5.76,8.92,10,6281.37,4088.77
Costa Rica,CRI,2000,,6.87,7.88,10,6.46,7.87,10,3338.82,4062.32
Mauritius,MUS,2002,,6.54,9.49,10,6.67,9.58,10,3792.19,3957.51
Mauritius,MUS,2000,,6.94,9.58,10,8.05,9.51,10,3599.55,3861.04
Mauritius,MUS,2001,,6.67,9.58,10,6.94,9.58,10,3861.04,3792.19
Mongolia,MNG,2011,,5.8,7.8,10,5.67,7.22,10,2650.35,3772.93
Cape Verde,CPV,2011,,6.05,6.85,10,6.02,7.16,10,3393.93,3766.11
Cape Verde,CPV,2013,,5.92,8.59,10,5.94,8.3,10,3497.69,3623.22
Uruguay,URY,2003,,5.57,7.98,10,5.48,8.67,10,4088.77,3622.05
Mauritius,MUS,1995,,8.05,9.51,10,6.28,6.2,10,2506.18,3599.55
Lithuania,LTU,2001,,5.06,7.84,10,6.48,7.09,10,3297.35,3530.15
Cape Verde,CPV,2012,,5.94,8.3,10,6.05,6.85,10,3766.11,3497.69
Costa Rica,CRI,1995,,6.46,7.87,10,5.46,8.41,10,2391.3,3338.82
Lithuania,LTU,2000,,6.48,7.09,10,6.55,1.85,10,2168.8,3297.35
Uruguay,URY,1990,,6.28,3.76,10,5.38,3.71,9,1571.1,2989.99
Ireland,IRL,1975,,6.38,5.7,10,8.35,6.64,10,1488.18,2976.74
Portugal,PRT,1985,,6.08,5.61,10,8,5.61,9,3368.7,2705.46
Mongolia,MNG,2010,,5.67,7.22,10,5.63,7.98,10,1717.07,2650.35
Mauritius,MUS,1990,,6.28,6.2,10,6.31,6.81,10,1058.91,2506.18
Costa Rica,CRI,1990,,5.46,8.41,10,5.25,5.41,10,1756.86,2391.3
Mongolia,MNG,2008,,5.53,7.45,10,5.43,8.18,10,1633.38,2138.38
Jamaica,JAM,1990,,4.23,4.96,10,3.52,4.1,10,908.76,1921.43
Costa Rica,CRI,1985,,5.25,5.41,10,5.21,8.04,10,2022.11,1756.86
Mongolia,MNG,2009,,5.63,7.98,10,5.53,7.45,10,2138.38,1717.07
Mongolia,MNG,2007,,5.43,8.18,10,5.84,8.67,10,1334.41,1633.38
